,index,Date,Time,Location,Operator,Route,Flight#,Type,Registration,Serial#,Aboard,Fatalities,Ground,Summary
4809,4809,2001/10/04,13:44:00,"110 miles SW of Sochi, Russia",Sibir Airlines,"Tel Aviv -  Novosibirsk, Russia",8831,Tupolev Tu-154M,BQ-QDU,90A-866,78.0,78.0,0.0,"The aircraft exploded in mid-air at 36,000 ft. while  en route over the Black Sea. The plane then nose-dived crashing into the water. The airliner was brought down accidentally by a Ukrainian surface-to-air missile, fired during military exercises."
4810,4810,2001/10/08,08:10:00,"Milan, Italy",Scandinavian Airlines (SAS) / Private,Milan - Copenhagen / Milan - Paris,1878,MD-87 / Cessna 525A Citation II,SH-ZOK,53009/ 525A-0036,114.0,114.0,4.0,"The aircraft was taking off from Linate Airport in fog and poor visibility when it struck a German Cessna Citation II business jet. The MD-87 then swerved off the runway and  collided with the airport's baggage handling building, bursting into flames. The Cessna,  which was about to take off for Paris, entered the active runway by mistake, after  having been told by the tower to enter a different runway. One hundred four passengers and 6 crew on the MD-87 and  2 passengers and 2 crew on the Citation were killed along with 4 on the ground. The MD-87 was named Lage Viking.  Caused largely by human error and poorly followed safety procedures. Communication between the aircraft and the tower had been 'in English and Italian,' as opposed to aviation standards that only English be spoken. In addition, despite the poor visibility, control tower operators failed to ask the Cessna to read back his instructions to make sure they were understood."
4811,4811,2001/10/08,17:50:00,"Mollet Lake, Quebec, Canada",Air Saint Maurice Inc.,Iyachisakus Lake - Mollet Lake,7483,de Havilland DHC-2 Mk 1 Beaver,HI-NPL,810,7.0,3.0,0.0,The seaplane crashed into Mollet Lake while attempting to land. The seaplane stalled at an altitude that did not allow the pilot time to recover from the stall. The stall occurred in circumstances conducive to illusions created by drift.
4812,4812,2001/10/10,09:26:00,"Dillingham, Alaska",PenAir,Dillingham - King Salmon,2502,Cessna 208 Caravan,UK-LFH,20800088,10.0,10.0,0.0,"Shortly after taking off from Dillingham, the aircraft's wing dipped, the nose pitched up, the plane became inverted and crashed to the ground. The weather was clear and windy at the time of the accident. An in-flight loss of control resulting from upper surface ice contamination that the pilot-in-command failed to detect during his preflight inspection of the airplane. Contributing to the accident was the lack of a preflight inspection requirement for CE-208 pilots to examine at close range the upper surface of the wing for ice contamination when ground icing conditions exist."
4813,4813,2001/10/10,10:42:00,"Off Valencia, Spain",Flightline,"Barcelona - Oran, Algeria",1445,Swearingen SA-226AT Merlin IV,FQ-YMP,AT-043,10.0,10.0,0.0,"The plane was en-route from Barcelona, Spain to Oran, Algeria, 80 miles off the coast of Valencia, Spain when it informed Valencia ATC it was going to change course in order to avoid bad weather. There was no further contact with the aircraft. Debris was sighted two days later on the water."
4814,4814,2001/10/11,23:35:00,"Shamattawa, Canada",Perimeter Airlines,Gods Narrows - Shamattawa,9260,Swearingen SA.226TC Metro I,RG-LUS,TC-250,3.0,2.0,0.0,"The air ambulance was flown into terrain during an overshoot because the required climb angle was not set and maintained to ensure a positive rate of climb. During the go-around, conditions were present for somatograviillusion, which most likely led to the captain losing situational awareness."
4815,4815,2001/10/13,18:00:00,"Near Humiata, Brazil",Air Taxi - Continental Air Taxi,Humiata - Altamira,9734,EMB 810C Seneca,GO-BTT,7157,6.0,3.0,0.0,Thirty minutes into the flight both engines quit and the pilot had to make an emergency landing in the rainforest.
4816,4816,2001/10/18,15:43:00,"Anchorage, Alaska",ERA Aviation - Air Taxi,"Fire Island, AK - Anchorage, AK",7572,Bell 206L,JE-QKE,45108,5.0,3.0,0.0,"The helicopter was flying very low because the pilot was not instrument rated. The skid hit the water followed by the tail rotor and the helicopter crashed. The pilot's failure to maintain clearance from the surface of an open body of water while intentionally attempting to maintain a very low altitude while in cruise flight. Factors include falling snow, low ceilings, whiteout/greyout conditions, and flat/glassy water."
4817,4817,2001/11/12,09:16:00,"Belle Harbor, Queens, New York",American Airlines,"New York City - Santo Domingo, Dominican Rep.",9419,Airbus A-300-605R,MP-BXH,420,260.0,260.0,5.0,"Three minutes after taking off and while in a climbing left turn, at 2,800 ft., parts of the plane, including the vertical stabilizer and rudder, fell from the aircraft. The crew soon lost control of the plane which nose dived and crashed into a residential neighborhood. After flying into the wake turbulence of two aircraft about two minutes into the flight, investigators believe a series of quick rudder swings by the copilot whipped the tail so severely that the fin broke off. The National Transportation Safety Board has found that pilot error was the probable cause. Sharply criticizing American Airlines Advanced Aircraft Maneuvering Program, the Board said that American Airlines' pilot training included a simulator exercise which could have caused the first officer to have an unrealistiand exaggerated view of the effects of wake turbulence, erroneously associate wake turbulence encounters with the need for aggressive roll upset recovery techniques and develop control strategies that would produce a much different -- and potentially surprising and confusing -- response if performed during flight. In addition, because of its high sensitivity, the Airbus A-300-600 rudder control system is susceptible to potentially hazardous rudder pedal inputs at higher airspeed."
4818,4818,2001/11/19,21:19:00,"Kalyazin, Russia",Charter - IRS Aero,Khatanga - Moscow,2867,Ilyushin 18V,KC-RPP,182005301,27.0,27.0,0.0,Residents heard a loud noise and saw flames in the night sky as the aircraft clipped treetops and summer homes before crashing into a snowy forest. Wreckage was spread over a 1.5 mile area. Serious maintenance violations and operational procedures were discovered during the investigation of the accident.
4819,4819,2001/11/22,13:05:00,"Pittsburgh, Pennsylvania",Universal Jet Aviation,"Pittsburgh, PA - Baca Raton, Fl",1523,Learjet 25B,MV-QUA,25-088,2.0,2.0,0.0,"The cargo plane was not able to gain altitude, veered off the runway and crashed. The (undetermined) pilot-at-the-controls' early, and over rotation of the airplane's nose during the takeoff attempt, and his failure to maintain directional control. Also causal, was the captain's inadequate remedial action, both during the takeoff attempt and after the airplane departed the runway."
4820,4820,2001/11/23,18:35:00,"Palade, Estonia",ELK Aviation Co. (leased from Eminex),Tallinn - Kardla,9360,Antonov AN-28,CK-QPX,1AJ003-03,17.0,2.0,0.0,The plane crashed into a marshy forested area about 2 kilometer short of its destination at Kardla Airport. Several errors by the pilot.
4821,4821,2001/11/24,22:07:00,"Birchwil, Switzerland",Crossair,Berlin - Zurich,8605,BAE Avro RJ100,GL-YSK,E-3291,33.0,24.0,0.0,"The aircraft was flying through a mix of rain and snow on final approach, when it crashed in a wooded area, 5.5 miles from Zurich Airport where it was scheduled to land on Runway 28.  At 22.03 the aircraft was descending to 4000 ft. on final approach.  At 22.05 the captain reported reaching the minimum descent altitude and stated he could see the ground. Shortly after, the radio altimeter reported 500 ft. agl, followed by a 'minimum' warning. A go-around was ordered, but it was too late and the aircraft struck trees and crashed. American pop singer, Melanie Thornton, 34, killed. Maria Serano Serano and Nathaly van het Ende both 27, and members of the pop-musitrio, Passion Fruit, also killed. The pilot had been working more than 13 hours when the accident took place and had also exceeded maximum duty several times in the days preceding the crash."
4822,4822,2001/11/27,01:56:00,"Port Harcourt, Nigeria",MK Airlines,Luxembourg - Port Harcourt,7949,Boeing 747-246F,AO-UGK,22063/432,13.0,1.0,0.0,"The cargo plane contacted the ground 700 meters short of the runway, broke in two and burned."
4823,4823,2001/11/28,11:48:00,"San Jerónimo de Moravia , Costa Rica",SANSA,San Jose - Quepos,6164,Cessna 208B Grand Caravan,UF-VME,208B0788,8.0,3.0,0.0,"The plane crashed into Chontal Hill in the Tarrazú mountain range, 5 minutes before it was scheduled arrival at Quepos. The aircraft was flying IFR, in clouds, when it crashed into trees and broke apart. The plane was off to the left of its intended flight path."
4824,4824,2001/12/01,12:54:00,"Near Novaya Inya , Russia","Military - Russian, cargo",Moscow - Bratsk - Anadyr,6639,Ilyushin IL- 76TD,FI-HXQ,1023411375,18.0,18.0,0.0,A fire broke out aboard the aircraft while en route at FL290. The crew was preparing for an emergency landing when two explosions tore apart the plane causing it to crash.
4825,4825,2001/12/01,01:43:00,"Bessemer, Alabama",Air Carriers,Little Rock - Bessemer,5662,Cessna 208B Grand Caravan,HL-FGB,208B-0689,2.0,2.0,0.0,"The cargo plane crashed into high ground less than 5 miles from the airport while on an ILS approach. The poor in-flight planning by the pilot-in-command for his initiation of the ILS approach to runway 05 with weather conditions below minimums for the approach contrary to the Federal Aviation Regulations, and the failure of the pilot to maintain control of the airplane during a missed approach resulting in the in-flight collision with trees then terrain."
4826,4826,2001/12/10,18:21:00,"Sierra Blanca, Texas",Air Cargo Express,Harlingen - El Paso,6209,Learjet 24D,KR-JCU,24-247,2.0,2.0,0.0,While enroute the cargo plane on a positioning flight entered an uncontroled descent and crashed. Loss of control during descent for undetermined reasons.
4827,4827,2001/12/14,0,"Geti, DemocratiRepubliCongo",Eagle Air,Bunia - Beni,4068,Let 410A,IO-YOJ,730208,6.0,6.0,0.0,The plane may have been shot down by Allied DemocratiForces rebels.
4828,4828,2001/12/16,10:21:00,"Near Medellin, Colombia",Heliandes,Medellin - Quibdo,8448,Let 410UVP-E,DA-EXA,861618,16.0,16.0,0.0,"The aircraft crashed into El Silencio de El manzanillo mountain at 7,800 ft., 3 minutes after taking off in heavy rain and poor visibility from Medellin Airport."
4829,4829,2001/12/20,22:08:00,"Zurich, Switzerland",Eagle Air,/,4489,Cessna 560 Citation V,SP-QWB,560-0077,2.0,2.0,0.0,"After reaching a height of 500 ft. the aircraft began to loose altitude until the plane impacted the ground at the end of Runway 34. The crew lost spatial orientation after take-off, leading to an unintentional loss of altitude. The copilot's basitraining in instrument flying did not include night instrument take-offs. The crew's method of working was adversely affected by great time pressure. Executing the take-off as a rolling take-off was not adapted to the prevailing meteorological conditions."
4830,4830,2001/12/26,10:20:00,"Bremerhaven, Germany",BAL Bremerhaven Airline,Bremerhaven - Wangerooge,9180,Britten Norman BN-2B Trislander,CG-BFV,2167,9.0,8.0,0.0,"The aircraft crashed into the Weser River shortly after taking off from Bremerhaven Airport. Three persons were pulled from the river, two of whom died shortly thereafter as a result of their injuries."
4831,4831,2002/01/01,18:02:00,"Hollywood, Florida",Air Taxi - Air Taxi Inc.,/,2436,Piper PA-31-250,GD-VCV,31-7952127,5.0,5.0,0.0,"The pilot declared an emergency and ditched into AtlantiOcean, 300 yards off Dania Beach in 15 feet of water. The pilot's inadequate planning for a Title 14 CFR Part 135 on-demand air taxi flight, and his failure to refuel the airplane, which resulted in fuel exhaustion while en route over the AtlantiOcean, a power off glide, and ditching in the ocean."
4832,4832,2002/01/04,12:07:00,"Birmingham, England",Agco Corp,"Birmingham, England - Bangor, MA",1733,Canadair CL-604,HD-FJU,5414,5.0,5.0,0.0,"After taking off, banked to the left, wing contacted ground, a fire erupted and the aircraft broke up. Failure of the crew to de-ice the wings before takeoff. Possible impairment of crew performance by the combined effects of a non-prescription drug, jet-lag and fatigue were also considered factors."
4833,4833,2002/01/09,0,"Shamsi AFB, Pakistan",Military - U.S. Air Force,Jacobabad - Shamsi,7575,Lockheed Hercules KC-130R,BF-UHY,4702,7.0,7.0,0.0,While on approach the aircraft struck a hill a few hundred feet short of runway in poor weather.
4834,4834,2002/01/14,07:28:00,"Bilbao, Spain",Ibertrans Aérea,Madrid - Bilbao,6854,Embraer EMB-120 Brasilia,BT-OUG,120-024,3.0,3.0,0.0,"While descending, the cargo plane struck Mount Santa Maria Vieja, 35 km from the airport in fog and poor visibility."
4835,4835,2002/01/15,08:45:00,"Chilpancingo, Mexico",Procuraduría General de la República,Mexico City - Chilpancingo,4913,de Havilland DHC-6 Twin Otter 300,KU-ECI,752,17.0,5.0,0.0,"During a landing attempt at Chilpancingo, the aircraft left the runway, struck a concrete perimeter wall, overturned and burned. The government plane belonged to the General Office of the judge advocate."
4836,4836,2002/01/16,16:29:00,"Near Solo, Indonesia",Garuda Indonesia Airlines,Ampenan - Yogyakarta - Jakarta,6517,Boeing B-737-3Q8,EA-JPQ,24403/1706,62.0,1.0,0.0,"The aircraft suffered a flame out of both engines in torrential rains while on approach  to Yogyakarta. The crew made an emergency landing in the Bengawan Solo River, in shallow water. The plane circled several times before diving in a steep course towards the river. The plane's left wing struck a river bank before it plunged into the water. A flight attendant drowned in the shallow water when she jumped from the plane."
4837,4837,2002/01/17,11:00:00,"Near La Bonita, Ecuador",Petroproducción,Quito - Lago Agrio,7266,Fairchild FH-227E,AD-JHY,511,26.0,26.0,0.0,"The plane crashed into del cerro El Tigre mountain in the jungles of the Amazon at an elevation of 14,700 ft.  The 35 minute flight was transporting oil workers to a remote oil field."
4838,4838,2002/01/19,09:40:00,"Near Milford Sound, New Zealand",Air Fiordland,Te Anau  - Milford Sound,7812,Cessna 207 Skywagon,AW-KMA,20700204,6.0,6.0,0.0,"The sightseeing plane hit a mountainside at  an elevation of 4,500 ft.,  200 ft. below the summit. The weather was clear at the time of the accident."
4839,4839,2002/01/27,0,"Near Luena, Angola",Military - Angolan  Air Force,/,6645,Antonov AN-12,ZR-GBR,A12244,40.0,5.0,0.0,Crashed 2km short of the runway  from the Luena Airport while attempting to land in heavy rain.
4840,4840,2002/01/28,11:00:00,"Near Ipiales, Colombia",TAME,Quito -  Tulcán - Cali,5760,Boeing B-727-134,VC-IVW,19692/498,92.0,92.0,0.0,"The airliner crashed into the fogbound 15,721 ft. Nevado de Cumbal volcano, in the Andes mountains, near the Ecuador / Colombian border. Air trafficontrol lost contact with the plane as it circled into Colombian territory to maneuver around snow capped mountain peaks and return to the Ecuadorian border city of Tulcán."
4841,4841,2002/02/02,17:15:00,"Ellsworth AFB, South Dakota",Military - U.S. Air Force,Training,8061,Learjet C-21A,WL-YHJ,35-543,2.0,2.0,0.0,While practicing touch-and-goes the aircraft made  a sharp turn to the left which continued until the aircraft turned over and crashed.
4842,4842,2002/02/12,07:50:00,"Near Khorramabed, Iran",Iran Air Tours,Tehran - Khorramabed,7983,Tupolev TU-154,WF-HCV,91A-871,117.0,117.0,0.0,Crashed against the side of a mountain in heavy fog in the Sefid Kouh mountain range while on approach to Khorramabad. The plane was totally destroyed and scattered in small pieces across the mountain. Pilot error.
4843,4843,2002/02/15,06:08:00,"Monrovia, Liberia",Tiramavia,/,7707,Antonov 12BP,DJ-CHK,4342610,10.0,1.0,0.0,The cargo plane crashed while attempting to make an emergency landing.
4844,4844,2002/02/21,20:44:00,"Lakhta, Russia",Military - Russian Navy,Sanofov - Lakhta,3758,Antonov AN-26,YZ-WBM,ZR726001,20.0,17.0,0.0,"The plane was making an emergency landing after two previous attempts in heavy snow and strong winds when it clipped treetops and crashed into a field, approximately 1.5km short of the runway."
4845,4845,2002/02/22,02:30:00,"Off Dumaguete, Philippines",Military - U.S. Army,Basilan - Mactan Island,6452,MH-47 Chinook helicopter,OM-MSJ,M-3719,10.0,10.0,0.0,"A helicopter ferrying U.S. troops in a counter-terrorism exercise, crashed into the sea, 30 minutes before its scheduled arrival at Mactan Island. The helicopter was flying in tandem with another U.S. Army Chinook when it crashed."
4846,4846,2002/03/09,13:40:00,"Monte Rotondo, Italy",Svedijos Prekés,"Budapest, Hungary - Tunis, Tunisia",5245,Antonov 2TP,GC-IRV,1G137-53,3.0,3.0,0.0,"While en route the cargo plane impacted the side of a mountain at an altitude of 6,167 ft.  Pilot error. The crew did not conform to the VFR that required a track change to maintain the required flight parameters and/or a diversion to a suitable alternate airport."
4847,4847,2002/03/14,16:30:00,"Near Placetas, Cuba",Charter - Aerotaxi,Cienfuegos -- Cayo Coco,9469,Antonov AN-2,ZQ-JBZ,1057,17.0,17.0,0.0,"While en-route, 35 minutes into the flight, the bi-plane crashed near Santa Clara. The plane was seen spinning out of control before it hit the ground. A strong gust of wind, possibly a small tornado, tore off the top part of the left wing."
4848,4848,2002/03/15,02:00:00,"Alma, Wisconsin",Priorty Air Charter,Minneapolis - Detroit,4065,Cessna 208B Caravan I Super Cargomaster,LM-GAD,208B-0049,1.0,1.0,0.0,"After encountering icing, the pilot of the cargo plane decided to divert to the nearest airport but continued to lose altitude until he crashed into trees. The pilot not removing the ice contamination from the airplane prior to departure and the pilot intentionally flying into known severe icing conditions, resulting in the aircraft not being able to maintain altitude/clearance from the terrain. Factors to the accident included the icing conditions and the trees encountered during the forced landing."
4849,4849,2002/03/17,08:02:00,"Off Djibouti, Republiof Djibouti",Djibouti Airlines,"Mogadishu, Somalia - Djibouti",9920,Let 410UVP-E,DP-QMK,912537,4.0,4.0,0.0,The cargo plane crashed into the ocean while on approach to Runway 27.
4850,4850,2002/04/01,07:25:00,"Near Cairns, QLD, Australia",Air Taxi,Cairns - Hicks Island,3418,Shrike Commander 500S,OZ-ZJS,3152,4.0,4.0,0.0,"Crashed into low terrain while en route. Why the pilot continued flight into marginal weather conditions at an altitude that was insufficient to ensure terrain clearance, could not be established."
4851,4851,2002/04/12,04:07:00,"Palma de Mallorca, Spain",Tadair,Madrid - Palma de Mallorca,6934,Swearingen SA.227AC Metro III,VB-ZVI,AC-620,2.0,2.0,0.0,The cargo plane crashed into lights near the runway threshold while attempting to land on Runway 24L.
4852,4852,2002/04/15,11:23:00,"Busan, South Korea",Air China,Beijing - Busan,7256,Boeing B-767-200ER,BB-HAC,23308/127,166.0,128.0,0.0,"The aircraft crashed onto a mountain, in fog, wind and rain while attempting to land at Kimhae Airport. A strong southerly wind required the aircraft to make a turn and approach the runway from the north. The aircraft crashed near the peak of Mt. Mulbong, approximately 3 mile north of the runway. The plane bounced three times before hitting the ground and exploding. More than 1,000 trees were uprooted by the impact. The plane was off course when the crew turned on final. Operational errors by the crew. Lack of pilot experience in landing in adverse weather conditions. First Air China fatal accident."
4853,4853,2002/04/18,09:30:00,"Near Sweers Island, QLD, Australia",Air taxi,Mornington Island - Normanton,5267,Cessna U206A,GY-DLD,U2060610,6.0,6.0,0.0,Crashed while en route. The pilot's limited experience in instrument flight conditions may have been insufficient to prevent a loss of aircraft control when he inadvertently entered an area of low visibility in the Sweers Island area.
4854,4854,2002/04/19,09:15:00,"Popayán, Colombia",SELVA Colombia,Medellín - Popayán,9594,Antonov AN-32A,UV-LUO,2508,8.0,3.0,0.0,"The plane was being used by the Penitentiary and Prison National Institute, Inpec, to fly prisoners from Medellín to Popayán. The aircraft had just finished flying 50 prisoners to Popayán when it took off from Popayán to pick up more prisoners. The aircraft nosed into the ground shortly after becoming airborne."
4855,4855,2002/04/24,13:00:00,"Near Olancho, Honduras",Private,/,7815,Cessna 206G,HS-HIO,T20603622,6.0,6.0,0.0,"The aircraft crashed in the El Urracal mountains, 12 miles from the runway were it took off at El Aguacate Air Force base. The wreckage of the airplane was in a box canyon on the east side of the 45-degree sloping terrain at an elevation of 3,500 feet. Those aboard were surveying the Patruca jungle on a conservation project. Among those killed were three mayors from cities in the region. Observers on the ground reported the plane was on fire before it crashed."
4856,4856,2002/04/28,06:15:00,"Near Abakan, Russia",Private,/,7417,Mi-8 helicopter,YL-ICJ,5788,20.0,8.0,0.0,"The helicopter struck power lines and crashed in near-zero visibility. Governor of Krasnoyarsk territory, Alexander Lebed, 52, was among those killed. 'Power line, power line!' were the last words of the pilot. Thick fog concealing a frost-covered power line led to the helicopter crash."
4857,4857,2002/05/04,13:30:00,"Kano, Nigeria",EAS Airlines (Executive Airline Services),Abuja - Jos - Kano - Lagos,6011,BAC One-Eleven 525FT,EA-LEF,266,77.0,74.0,75.0,"The aircraft crashed into houses, two mosques and a school in the densely populated neighborhood of Gwammaja, approximately  1.2 miles from Kano International Airport, shortly after taking off. There were reports of an engine failure and  fire during the takeoff."
4858,4858,2002/05/07,15:17:00,"Near Tunis, Tunisia",EgyptAir,Cairo - Tunis,3477,Boeing B-737-566,EH-OMV,25307/2135,62.0,14.0,0.0,"The jet airliner crashed into a hillside, 4 miles from the Tunis-Carthage airport, as the pilot attempted to make a landing. The plane's landing gear had failed to open during the approach into Tunis-Carthage airport and the pilot had made another circuit before attempting a fresh landing when the plane crashed in heavy rain and high winds. The accident was attributed to the rough weather conditions and the pilot's inability to deal with the situation."
4859,4859,2002/05/07,21:32:00,"Off Dalian, China",China Northern Airlines,Beijing - Dalian,2846,McDonnell Douglas MD-82,OT-ZKK,49522/17023,112.0,112.0,0.0,"The MD-82 crashed into the Dalian Bay, 12 miles east of Dalian airport. The pilot reported a fire aboard the aircraft and the cabin lights were out prior to the plane impacting the water.  The accident was caused by an act of sabotage by a passenger who lit a fire in the cabin. He had bought multiple insurance policies before boarding the flight."
4860,4860,2002/05/21,19:30:00,"Near Calabar, Nigeria",Sky Executive Air Services,Port Harcourt - Calabar,6635,LET 410UVP,GE-XFT,851402,5.0,5.0,0.0,"The plane crashed approximately 12 miles from Calabar while attempting to land. All passengers departed at Port Harcourt and only a crew of 5 was aboard. The premature departure of the plane from the normal minimum safe altitude of 2,500 ft. without air trafficontroller's clearance until it flew into the terrain. Other contributing factors were the emergence of electrical problem on the aircraft at the commencement of the approach which might have distracted the  pilot  and unfavorable weather conditions of low ceiling and thunderstorms which impaired visibility at the critical time of descent."
4861,4861,2002/05/25,15:29:00,"Off Penghu Island, Taiwan",China Airlines (Taiwan),Taipei - Hong Kong,1304,Boeing B-747-209B,AH-CEW,21843/386,225.0,225.0,0.0,"The flight crashed into the sea, 31 miles NE of the Penghu (Pescadore) Islands in the Taiwan Strait. The plane disappeared from radar while flying at 35,000 ft. approximately 20 minutes after taking off from Chiang Kai Shek Airport. There was no distress call and the weather was good at the time. Military radar revealed the aircraft  disintegrated in midair, breaking into four pieces. Only 175 of 225 bodies were recovered. The carrier  failed to conduct a preventive anti-rust operation in a timely manner every four years. Damage from a 1980 tailstrike was not properly repaired and fatigue cracks formed, which eventually led to a structural failure."
4862,4862,2002/05/25,0,"Near Nabire, Indonesia",Trigana Air Service,Nabire - Enaotali,9454,de Havilland Canada DHC-6 Twin Otter 300,LM-QLF,458,6.0,6.0,0.0,The aircraft crashed in thunderstorms and heavy rain while en route.
4863,4863,2002/06/01,06:45:00,"George, South Africa",Airquarius Aviation - Charter,Bloemfontein - George,2881,Hawker Siddeley HS-748-372,IE-OBU,1782,3.0,3.0,0.0,"The private postal service plane crashed into the Outeniqua mountains, near Outeniqua Pass, after a missed approach to George Airport. The aircraft crashed as it circled for another landing attempting poor weather conditions. Former South African cricket captain, Hansie Cronje, 32, the only passenger aboard, was killed along with the crew. Pilot error. The pilot broke with procedure when trying to land the small cargo plane and failed to heed warnings that the aircraft was too near the ground."
4864,4864,2002/06/02,0,"Near Ndalatando, Angola",Military - Angolan Armed Forces,Luanda - demobilization camp,8139,Mi-17,QJ-SHZ,2837,25.0,20.0,0.0,The helicopter crashed in poor weather while on its way to a remote town for the symbolisurrender of arms held by Unita rebels. Two top ranking generals were among those killed in the crash.
4865,4865,2002/06/04,0,"Oiapoque, Amapa, Brazil",Marco Zero Air Taxi,/,7813,Embraer 721C Sertanejo,IB-MHS,395,5.0,5.0,0.0,"The plane tookoff and encountered heavy clouds all along the route.  Wreckage was found 42 miles from Oiapoque, in an Amazon forest. Poor weather conditions."
4866,4866,2002/06/11,09:20:00,"Winnipeg, Manitoba",Keystone Air Services Ltd. - Air Taxi,Winnipeg Manitoba,2897,PA- 31-350 Chieftain,PE-DSF,31-7305093,8.0,1.0,0.0,"While on a second approach, the pilot radioed a mayday saying that both his engines had failed.  The aircraft landed at an intersection striking a vehicle. Fuel starvation."
4867,4867,2002/06/12,21:24:00,"Near Gardez, Afghanistan",Military - U.S. Air Force,/,8867,Lockheed MC-130H Hercules,SJ-IGF,5041,10.0,3.0,0.0,While participating in a night mission to remove U.S. Special Forces troops the plane crashed 2.5 miles from the airstrip. Overloaded. The excessive cargo weight loaded on the aircraft at the Band E Sardeh Dam landing zone.
4868,4868,2002/07/01,23:36:00,"Uberlingen, Germany",Bashkirian Airlines / DHL Worldwide Express,Moscow-Munich-Barcelona / Bahrain/Brussels,7173,Tupolev TU-154M / Boeing B-757-23APF,DO-PBL,1006 / 24635/258,71.0,71.0,0.0,"The airliner and cargo plane collided over southern Germany at 35,400 ft. Debris was spread across a 20 mile radius. Fifty-two children on a beach holiday were among the 69 aboard the Tupolev. The Tupolev pilot received contradictory instructions. The collision avoidance warning system (TCAS) told the pilot to ascend followed by an order from the Swiss air trafficontroller to descend one second later. The Russian plane did not immediately respond to the tower's order to descend, so he repeated the command 14 seconds later. Thirty seconds later the two planes collided. The Tupolev's TCAS was telling the pilots to ascend. The Boeing's TCAS was telling the pilots to descend. The Swiss air trafficontroller was telling the Tupolev's pilots to descend. The air trafficontroller that guided the planes had no way of knowing the Russian pilot was receiving contradictory instruction from his cockpit TCAS unless told so by the pilot. Russian aviation officials said the pilot correctly gave precedence to the control tower, but Western aviation experts said pilots are trained to give precedence to the cockpit warning. In addition, the controller was left alone on duty while his partner went on a break and was preoccupied with another aircraft. This was accepted policy at Skyguide, the Swiss air control company. In addition, maintenance crews, working on the computer system, limited the controller's information he was receiving including conflict alert warnings. Sadly, one-and-a-half years later, the controller, Peter Nielsen, was stabbed to death by a Russian man who had lost his wife and two children in the accident."
4869,4869,2002/07/04,12:30:00,"San Dimas, California",Private,/,4428,Cessna 310,SG-VQJ,310I0145,2.0,2.0,2.0,"The aircraft lost power while taking off from Bracket Airport and crashed into picnickers on the shoreline of Puddingstone Lake in Bonelli Park. The plane was observed in a left bank, traveling approximately 30 feet above and parallel to the shoreline, before impacting two trees in a picniarea. Witnesses reported that they did not hear the engines running. The pilot made 3 consecutive mayday calls during the initial climb-out from runway 26L, however, the pilot did not indicate the nature of the emergency.  Two children on the ground were killed. Fifteen others were injured. The pilot's failure to maintain adequate airspeed which resulted in an inadvertent stall, and subsequent collision with terrain. A contributing factor was the pilot's impairment from the effects of prescription painkilling drugs."
4870,4870,2002/07/04,11:15:00,"Bangui, Central African Republic",Prestige Airlines (Cargo) Charter,"N'Djamena, Chad - Brazzaville, Congo",5652,Boeing B-707-123B,ES-LYR,19335,27.0,25.0,0.0,The aircraft crashed 2 miles short of the runway into the Guitangola neighborhood of Bangui. The plane was bound for Brazzaville but diverted to Bangui because of mechanical problems. Two survived but succumbed to their injuries.
4871,4871,2002/07/12,11:45:00,"Port Alsworth, Alaska","Air Taxi - Bigfoot Air of Alaska, LLC","Lake Hood, AK - Iliamna, AK",6664,de Havilland DHC-2,NV-AQH,903,4.0,4.0,0.0,"The commercial pilot of the float-equipped airplane was transporting passengers to a lodge at a remote lake. When the airplane did not arrive at the lake, a search was initiated, and two days later the wreckage of the airplane was located on the side of a box canyon about the 2,400 foot elevation level. The pilot's failure to maintain clearance from terrain while maneuvering inside a box/blind canyon, resulting in an in-flight collision with terrain. A factor contributing to the accident was the box/blind canyon."
4872,4872,2002/07/16,0,"Near Long Barai, Indonesia",Sabang Merauke Raya Air Charter,Tarakan - Krayan,8355,Britten-Norman BN-2A Islander,DW-SPK,860,10.0,10.0,0.0,"Air trafficontrol lost contact with the aircraft 15 minutes before it was scheduled to land. The wreckage was found atop a 5,300 ft. mountain, surrounded by thick jungle, 5 miles from its destination."
4873,4873,2002/07/16,19:45:00,"Off Cromer, Norfork, England",Bristow Helicopters,Gas platform Clipper - drilling rig Golbal Sante Fe Monach,1107,Sikorsky S-76A,XF-VGV,760100,11.0,11.0,0.0,"The helicopter was ferrying workers from a gas rig to a oil platform in the North Sea when it crashed into the water at high speed, 28 miles northeast of Cromer. The helicopter was at a height of 320 ft. flying in a south-easterly heading when one of the rotor blades failed.  The accident was caused by a broken rotor blade, caused by fatigue, brought about by a lightning strike three years earlier."
4874,4874,2002/07/17,14:22:00,"Surkhet, Nepal",Skyline Airways,Jumla - Surkhet,6010,de Havilland Canada DHC-6 Twin Otter 300,EF-FCM,828,4.0,4.0,0.0,"The aircraft hit a tree and crashed into a hill, 6 miles north of Surkhet in poor weather conditions. Wreckage was strewn over a wide area."
